Name,City,Latitude,Longitude,Address,Rating,SchoolType
Pioneer Middle School,Tustin,33.750355,-117.773735,92782,8,public
Plaza Vista School,Irvine,33.691074,-117.807152,92606,8,public
Excelsior Elementary School,Granite Bay,38.738445,-121.229401,95661,8,public
David W. Long Elementary School,Etiwanda,34.156124,-117.485481,92336,8,public
Marshall (Thurgood) Elementary School,Chula Vista,32.659927,-116.967262,91914,8,public
River Valley Charter School,Lakeside,32.853157,-116.940651,92040,8,charter
Garfield Elementary School,San Diego,32.758293,-117.134766,92116,8,public
Branham High School,San Jose,37.253101,-121.898193,95118,8,public
Mccabe Elementary School,El Centro,32.751682,-115.596268,92243,8,public
Scotts Valley High School,Scotts Valley,37.072117,-122.005135,95066,8,public
Elise P. Buckingham Charter Magnet High School,Vacaville,38.347988,-121.987701,95687,8,charter
Foothill Technology High School,Ventura,34.278923,-119.226128,93003,8,public
Carrillo Elementary School,San Marcos,33.120968,-117.238297,92009,8,public
Jefferson Charter Academy,Hanford,36.338745,-119.652588,93230,8,charter
Kings River-Hardwick Elementary School,Hanford,36.4016,-119.641632,93230,8,charter
Ulloa Elementary School,San Francisco,37.737183,-122.499702,94116,9,public
Yick Wo Elementary School,San Francisco,37.801811,-122.416595,94133,9,public
American High School,Fremont,37.565361,-122.016449,94536,9,public
Silva Valley Elementary School,El Dorado Hills,38.675129,-121.06871,95762,9,public
Oak Ridge High School,Placerville,38.679867,-121.070663,95762,9,public
Bellevue-Santa Fe Charter School,San Luis Obispo,35.195152,-120.708908,93405,9,charter
Los Ranchos Elementary School,San Luis Obispo,35.219604,-120.62075,93401,9,public
Teach Elementary School,San Luis Obispo,35.295296,-120.653824,93405,9,public
Ralston Intermediate School,Belmont,37.511276,-122.311974,94002,9,public
Crocker Middle School,Hillsborough,37.566299,-122.363358,94010,9,public
North Hillsborough School,Hillsborough,37.56794,-122.36277,94010,9,public
South Hillsborough School,Hillsborough,37.561756,-122.337189,94010,9,public
West Hillsborough School,Hillsborough,37.549976,-122.367386,94010,9,public
Oak Knoll Elementary School,Atherton,37.430008,-122.192886,94025,9,public
North Star Academy,Redwood City,37.480801,-122.234947,94062,9,public
Arundel Elementary School,San Carlos,37.503876,-122.274361,94070,9,charter
Brittan Acres Elementary School,San Carlos,37.496052,-122.265564,94070,9,charter
Central Middle School,San Carlos,37.500954,-122.261726,94070,9,public
Carlmont High School,Redwood City,37.505875,-122.28878,94002,9,public
Foster City Elementary School,Foster City,37.546539,-122.273987,94404,9,public
College Park Elementary School,Foster City,37.576775,-122.326996,94401,9,public
Burlingame High School,San Mateo,37.582249,-122.346794,94010,9,public
Mills High School,San Mateo,37.593525,-122.390617,94030,9,public
Miller's Hill School,Shingle Springs,38.555962,-120.990273,95682,9,public
Woodside Elementary School,Woodside,37.42754,-122.25901,94062,9,public
Gravenstein Elementary School,Sebastopol,38.360378,-122.784668,95472,9,charter
Liberty Elementary School,Petaluma,38.278931,-122.705681,94952,9,charter
Jackson Elementary School,Rescue,38.704113,-121.080482,95762,9,public
Wilson Elementary School,Petaluma,38.243282,-122.685493,94952,9,public
Alta Sierra Intermediate School,Clovis,36.858223,-119.718536,93619,9,public
Buchanan High School,Clovis,36.856339,-119.713707,93619,9,public
Clovis West High School,Clovis,36.860802,-119.764603,93720,9,public
Cox Elementary School,Clovis,36.83083,-119.673775,93611,9,public
Dry Creek Elementary School,Clovis,36.852112,-119.67498,93619,9,public
Garfield Elementary School,Clovis,36.852669,-119.719536,93619,9,public
Liberty Elementary School,Clovis,36.875233,-119.760338,93720,9,public
Lincoln Elementary School,Clovis,36.845871,-119.772278,93720,9,public
Maple Creek Elementary School,Clovis,36.859215,-119.746933,93720,9,public
Douglas City Elementary School,Douglas City,40.652966,-122.943848,96024,9,public
Westlake Elementary School,Thousand Oaks,34.143909,-118.850739,91361,9,public
Brookside Elementary School,Oak Park,34.171707,-118.755875,91377,9,public
Red Oak Elementary School,Oak Park,34.176117,-118.782791,91377,9,public
Valley Oak Elementary School,Clovis,36.876781,-119.774811,93730,9,public
Santa Rosa Technology Magnet School,Camarillo,34.24369,-118.879456,93012,9,public
Santa Susana High School,Simi Valley,34.277946,-118.728241,93063,9,public
Vista Elementary School,Simi Valley,34.274258,-118.748589,93065,9,public
Mound Elementary School,Ventura,34.273109,-119.208511,93003,9,public
Davis Senior High School,Davis,38.557171,-121.750175,95616,9,public
Robert E. Willett Elementary School,Davis,38.554585,-121.765984,95616,9,public
John Gomes Elementary School,Fremont,37.551167,-121.948914,94539,9,public
Phoebe Apperson Hearst Elementary School,Pleasanton,37.651791,-121.885658,94566,8,public
Coyote Creek Elementary School,Danville,37.776947,-121.927734,94582,8,public
Strawberry Point Elementary School,Mill Valley,37.896069,-122.504059,94941,8,public
Don Juan Avila Elementary School,San Juan Capistrano,33.581097,-117.732574,92656,8,public
Don Juan Avila Middle School,San Juan Capistrano,33.581097,-117.732574,92656,8,public
Tijeras Creek Elementary School,San Juan Capistrano,33.628033,-117.602776,92688,8,public
Running Springs Elementary School,Orange,33.858852,-117.725243,92808,8,public
Ladera Elementary School,Tustin,33.7472,-117.778839,92782,8,public
Diamond Creek Elementary School,Roseville,38.808025,-121.3358,95747,8,public
Twin Oaks Elementary School,Rocklin,38.8106,-121.264885,95765,8,public
Helen Hunt Jackson Elementary School,Temecula,33.459839,-117.091545,92592,8,public
Stone Lake Elementary School,Elk Grove,38.410625,-121.462532,95758,8,public
Chino Hills High School,Chino,33.959846,-117.686661,91709,8,public
El Camino Creek Elementary School,Encinitas,33.075867,-117.259895,92009,8,public
Steele Canyon High School,El Cajon,32.730297,-116.925171,91978,8,charter
Tierra Linda Middle School,San Carlos,37.509132,-122.28595,94070,8,charter
James Franklin Smith Elementary School,San Jose,37.297146,-121.787125,95121,8,public
Mountain View Middle School,Redding,40.602654,-122.325241,96003,8,public
Cesar E. Chavez Elementary School,Bakersfield,35.392097,-118.881027,93306,8,public
Alameda Community Learning Center,Alameda,37.778751,-122.28688,94501,8,charter
Delaine Eastin Elementary School,Union City,37.567448,-122.074158,94587,8,public
James Dougherty Elementary School,Dublin,37.709728,-121.884453,94568,8,public
Chico Country Day School,Chico,39.7243,-121.832733,95928,8,charter
Odyssey Charter School,Altadena,34.199368,-118.160767,91001,8,charter
Environmental Charter High School,Lawndale,33.882359,-118.355141,90260,8,charter
Chaparral Elementary School,San Juan Capistrano,33.561764,-117.634361,92694,8,public
Parkview,Placentia,33.90163,-117.864021,92870,8,public
Temecula Preparatory School,Winchester,33.604294,-117.08567,92596,8,charter
Ysabel Barnett Elementary School,Temecula,33.540703,-117.153275,92591,8,public
Mission Estancia Elementary School,Encinitas,33.074051,-117.238075,92009,8,public
Aspire Vincent Shalvey Academy,Lodi,38.039219,-121.259148,95212,8,charter
Aspire River Oaks Charter School,Lodi,38.02692,-121.291992,95210,8,charter
Nelda Mundy Elementary School,Fairfield,38.218159,-122.145821,94534,8,public
Sycamore Canyon School,Thousand Oaks,34.173477,-118.97303,91320,8,public
Sierra Elementary School,Rocklin,38.772114,-121.217918,95677,8,public
Freedom Elementary School,Clovis,36.80188,-119.656029,93611,8,public
Palos Verdes High School,Palos Verdes Estates,33.778816,-118.419441,90274,8,public
Laguna Niguel Elementary School,San Juan Capistrano,33.556583,-117.704437,92677,8,public
Oakland School for the Arts,Oakland,37.807892,-122.270798,94612,8,charter
Carpinteria Family School,Carpinteria,34.403645,-119.514725,93013,8,public
Canyon Vista Elementary School,San Juan Capistrano,33.561153,-117.735573,92656,8,public
Vista Del Mar Elementary School,San Juan Capistrano,33.468178,-117.598373,92673,8,public
Vista Del Mar Middle School,San Juan Capistrano,33.468178,-117.598373,92673,8,public
Oakland Unity High School,Oakland,37.773972,-122.184563,94605,8,charter
Renaissance Arts Academy,Los Angeles,34.108032,-118.241791,90065,8,charter
Edwin Rhodes Elementary School,Chino,34.004562,-117.660194,91710,8,public
Michael G. Wickman Elementary School,Chino,33.958965,-117.711266,91709,8,public
Franklin High School,Elk Grove,38.392376,-121.428383,95757,8,public
Hedenkamp (Anne And William) Elementary School,Chula Vista,32.615837,-117.015823,91913,8,public
Vista Murrieta High School,Murrieta,33.596413,-117.165604,92563,8,public
New West Charter School,Los Angeles,34.036125,-118.455383,90025,8,charter
Rock Creek Elementary School,Rocklin,38.79866,-121.279488,95765,8,public
Eastlake Middle School,Chula Vista,32.65469,-116.948082,91914,8,public
French Valley Elementary School,Temecula,33.588654,-117.094978,92596,8,public
Endeavour Elementary School,Bakersfield,35.392521,-119.104897,93312,8,public
Fruitvale Junior High School,Bakersfield,35.380249,-119.108757,93312,8,public
Erle Stanley Gardner Middle School,Temecula,33.469505,-117.110756,92592,8,public
Clara Barton Elementary School,Norco,33.951897,-117.587967,92880,8,public
Otay Ranch Senior High School,Chula Vista,32.620369,-116.990395,91913,8,public
W. A. Kendrick Elementary School,Bakersfield,35.307903,-119.026772,93304,8,public
Tierra Pacifica Charter School,Santa Cruz,36.983387,-121.985764,95062,8,charter
Stockdale High School,Bakersfield,35.3269,-119.125252,93311,8,public
Ronald Reagan Elementary School,Bakersfield,35.346302,-119.122757,93311,8,public
Stockdale Elementary School,Bakersfield,35.349945,-119.089424,93309,8,public
Southgate Elementary School,Hayward,37.637589,-122.094093,94545,8,public
Almondale Elementary School,Bakersfield,35.407761,-119.119766,93312,8,public
Rosedale Middle School,Bakersfield,35.38266,-119.140747,93312,8,public
Martha Baldwin Elementary School,Alhambra,34.085514,-118.116524,91801,8,public
Monterey Highlands Elementary School,Alhambra,34.057861,-118.155647,91754,8,public
Quail Run Elementary School,Danville,37.76273,-121.914246,94582,8,public
Millennium Charter School,Tracy,37.745255,-121.424561,95376,8,charter
San Elijo Middle School,San Marcos,33.098854,-117.198158,92078,8,public
Repetto Elementary School,Alhambra,34.053856,-118.12822,91754,8,public
Oak Hills Elementary School,Valencia,34.404572,-118.592102,91381,8,public
Arnold O. Beckman High School,Tustin,33.718712,-117.782295,92602,8,public
Oak Valley Middle School,San Diego,33.000053,-117.109421,92127,8,public
Stowers(Cecil B.) Elementary School,Cerritos,33.876225,-118.046989,90703,8,public
Roy Herburger Elementary School,Elk Grove,38.442276,-121.3936,95624,8,public
Wittmann (Helen) Elementary School,Cerritos,33.877663,-118.057762,90703,8,public
Rio Del Oro Elementary School,Plumas Lake,39.011623,-121.552505,95961,8,public
Oso Grande Elementary School,San Juan Capistrano,33.544319,-117.639542,92694,8,public
Dwight D. Eisenhower Elementary School,Norco,33.84127,-117.583382,92882,8,public
Charter Montessori Valley View Campus ,El Dorado Hills,38.625877,-121.048271,95762,8,charter
High Tech High International School,San Diego,32.732613,-117.217392,92106,8,charter
Ruhkala Elementary School,Rocklin,38.802402,-121.286446,95765,8,public
Alliance Judy Ivie Burton Technology Academy High School,Los Angeles,33.944115,-118.278664,90003,8,charter
Baldwin Stocker Elementary School,Arcadia,34.117622,-118.047516,91007,8,public
Camino Grove Elementary School,Arcadia,34.12476,-118.017189,91006,8,public
Richard Henry Dana Middle School,Arcadia,34.12471,-118.029221,91006,8,public
First Avenue Middle School,Arcadia,34.136246,-118.029221,91006,8,public
Highland Oaks Elementary School,Arcadia,34.160309,-118.029785,91006,8,public
Larchmont Charter School,West Hollywood,34.09359,-118.361877,90046,8,charter
Veterans Elementary School,Chula Vista,32.624741,-116.97715,91913,8,public
Alliance Collins Family College-Ready High,Huntington Park,33.977516,-118.234116,90255,8,charter
Magnolia Science Academy San Diego,San Diego,32.791691,-117.087837,92120,8,charter
Sam H. Lawson Middle School,Sunnyvale,37.329292,-122.027054,95014,8,public
Blue Oaks Elementary School,Roseville,38.787666,-121.336357,95747,8,public
Katherine L. Albiani Middle School,Elk Grove,38.426376,-121.335533,95624,8,public
Bella Vista Middle School,Temecula,33.562649,-117.105148,92563,8,public
Endeavour School Of Exploration,Victorville,34.477066,-117.276154,92395,8,public
James Jordan Middle School,Winnetka,34.214439,-118.571854,91306,8,charter
Our Community Charter School,Chatsworth,34.253273,-118.563683,91311,8,charter
Penryn Elementary School,Loomis,38.854805,-121.176407,95663,8,public
Santa Rosa Academy,Menifee,33.676804,-117.178055,92584,8,charter
Bonsall West Elementary School,Bonsall,33.264084,-117.292389,92057,8,public
Sycamore Ridge School,San Diego,32.954426,-117.199219,92130,8,public
Fuente Nueva Charter School,Arcata,40.879543,-124.100288,95521,8,charter
Lemoore Middle College High School,Lemoore,36.29261,-119.821793,93245,8,charter
Beverly Vista Elementary School,Beverly Hills,34.064274,-118.394157,90212,8,public
El Rodeo Elementary School,Beverly Hills,34.06805,-118.415947,90210,8,public
Hawthorne Elementary School,Beverly Hills,34.079273,-118.404213,90210,8,public
Horace Mann Elementary School,Beverly Hills,34.065399,-118.382065,90211,8,public
Allen Avenue Elementary School,San Dimas,34.11657,-117.793564,91773,8,public
Gladstone Elementary School,San Dimas,34.113163,-117.833755,91773,8,public
La Verne Heights Elementary School,San Dimas,34.120689,-117.774353,91750,8,public
Lone Hill Middle School,San Dimas,34.097927,-117.827522,91773,8,public
Grace Miller Elementary School,San Dimas,34.109215,-117.774857,91750,8,public
Ramona Middle School,San Dimas,34.117886,-117.807785,91773,8,public
San Dimas High School,San Dimas,34.098507,-117.825645,91773,8,public
Burbank High School,Burbank,34.188148,-118.314415,91502,8,public
Bret Harte Elementary School,Burbank,34.180771,-118.346237,91505,8,public
John Muir Middle School,Burbank,34.194523,-118.311409,91504,8,public
Providencia Elementary School,Burbank,34.188763,-118.344963,91505,8,public
R. L. Stevenson Elementary School,Burbank,34.158913,-118.339256,91505,8,public
Condit Elementary School,Claremont,34.115334,-117.728127,91711,8,public
KIPP Summit Academy,San Lorenzo,37.674419,-122.150391,94580,8,charter
Olympian High School,Chula Vista,32.608746,-116.972733,91913,8,public
Monterey Ridge Elementary School,San Diego,33.026302,-117.108528,92127,8,public
San Elijo Elementary School,San Marcos,33.100368,-117.194481,92078,8,public
Hesby Oaks,Los Angeles,34.161736,-118.473198,91436,8,charter
El Segundo Middle School,El Segundo,33.920235,-118.404533,90245,8,public
Eastvale Elementary School,Norco,33.959641,-117.567993,92880,8,public
Carroll Elementary School,Elk Grove,38.38306,-121.430283,95757,8,public
Rosemead High School,El Monte,34.085606,-118.072029,91770,8,public
Ceres Elementary School,Whittier,33.936932,-118.029373,90604,8,public
Granada Middle School,Whittier,33.923721,-118.001846,90604,8,public
Leffingwell Elementary School,Whittier,33.938835,-117.99482,90603,8,public
Murphy Ranch Elementary School,Whittier,33.946739,-117.987617,90603,8,public
Ocean View Elementary School,Whittier,33.960209,-118.017509,90605,8,public
Sunrise Elementary School,Elk Grove,38.554974,-121.237823,95742,8,public
Perdew Elementary School,Etiwanda,34.112892,-117.520226,91739,8,public
Inland Leaders Charter School,Yucaipa,34.029816,-117.038811,92399,8,charter
High Tech High North County School,San Diego,33.131485,-117.20153,92078,8,charter
Lake Hills Elementary School,Corona,33.871487,-117.481468,92503,8,public
American Indian Public Charter School Ii,Oakland,37.800083,-122.26561,94607,8,charter
Wolf Canyon Elementary School,Chula Vista,32.611263,-116.974571,91913,8,public
Poinsettia Elementary School,Carlsbad,33.117279,-117.254433,92009,8,public
Northcoast Preparatory And Performing Arts Academy,Arcata,40.87244,-124.09671,95521,8,charter
Mesa View Elementary School,Homeland,33.724091,-117.148033,92585,8,public
Carl Hankey Middle School,San Juan Capistrano,33.569614,-117.654854,92692,8,public
Sycamore Elementary School,Claremont,34.101864,-117.717476,91711,8,public
Sunset Elementary School,Livermore,37.662647,-121.774498,94550,8,public
Jefferson Elementary School,Compton,33.911289,-118.225021,90222,8,public
Washington Elementary School,Covina,34.115021,-117.868759,91740,8,public
Grovecenter Elementary School,Covina,34.085487,-117.917656,91791,8,public
Mesa Elementary School,Covina,34.066223,-117.881943,91791,8,public
South Hills High School,Covina,34.063454,-117.881378,91791,8,public
Culver City High School,Culver City,34.00494,-118.400978,90230,8,public
El Rincon Elementary School,Culver City,33.996002,-118.391296,90230,8,public
Gallatin Elementary School,Downey,33.955978,-118.117752,90240,8,public
Unsworth Elementary School,Downey,33.956425,-118.107376,90240,8,public
Ward Elementary School,Downey,33.9146,-118.140633,90242,8,public
Cappy Culver Elementary School,San Miguel,35.743073,-120.877739,93446,8,public
Valley View Elementary School,Duarte,34.149433,-117.940094,91010,8,public
Feinstein (Dianne) Elementary School,San Francisco,37.739693,-122.481529,94116,8,public
Reagan Elementary School,Clovis,36.795101,-119.639053,93619,8,public
Twelve Bridges Middle School,Lincoln,38.84367,-121.287781,95648,8,public
Frontier High School,Bakersfield,35.417404,-119.147148,93314,8,public
American Elementary School,Bakersfield,35.364536,-119.117477,93312,8,public
Union Street Charter School,Arcata,40.863117,-124.076027,95521,8,charter
California Montessori Project-Shingle Springs Campus School,Shingle Springs,38.669628,-120.911835,95682,8,charter
Paradise Charter School,Modesto,37.624489,-121.055054,95358,8,charter
James C. Enochs High School,Modesto,37.690304,-120.938019,95355,8,public
James Logan high school,Union City,37.591171,-122.025116,94587,8,public
Discovery Charter School,San Jose,37.302746,-121.97364,95117,8,charter
San Juan Hills High School,San Juan Capistrano,33.50169,-117.622673,92675,8,public
Lisa J. Mails Elementary School,Murrieta,33.610081,-117.131485,92563,8,public
Bud Rank Elementary School,Clovis,36.861519,-119.642647,93619,8,public
Etna Union High School,Fort Jones,41.461056,-122.898941,96027,8,public
Cullen Elementary School,Glendora,34.141766,-117.854446,91741,8,public
Goddard Middle School,Glendora,34.147083,-117.858429,91741,8,public
Rocklin Academy At Meyers Street,Rocklin,38.790462,-121.227806,95677,8,charter
Rocketship Mateo Sheedy Elementary School,San Jose,37.321396,-121.886673,95110,8,charter
Bethany Elementary School,Mountain House,37.773102,-121.549889,95391,8,public
Veterans Elementary School,Bakersfield,35.416851,-119.137383,93312,8,public
Lincoln Crossing Elementary School,Lincoln,38.878532,-121.303764,95648,8,public
Mark Keppel Elementary School,Glendale,34.164406,-118.271301,91202,8,public
Abraham Lincoln Elementary School,Glendale,34.227894,-118.252602,91214,8,public
Mesa Robles School,City of Industry,33.992958,-117.961639,91745,8,public
Glen A. Wilson High School,City of Industry,33.999435,-117.945862,91745,8,public
Ramona School,Hawthorne,33.909679,-118.3582,90250,8,public
Hermosa Valley Elementary School,Hermosa Beach,33.86618,-118.397697,90254,8,public
Allesandro Elementary School,Los Angeles,34.102055,-118.251793,90039,8,public
Beckford Charter for Enriched Studies,Los Angeles,34.267586,-118.548851,91326,8,charter
Chabot Elementary School,Oakland,37.849941,-122.242157,94618,8,public
Calabash Charter Academy,Los Angeles,34.158241,-118.629997,91364,8,charter
Capistrano Avenue Elementary School,Los Angeles,34.217125,-118.616318,91304,8,public
Carpenter Community Charter School,Los Angeles,34.141087,-118.392265,91604,8,charter
Chapman Elementary School,Los Angeles,33.895195,-118.313179,90249,8,public
Bay Farm,Alameda,37.744686,-122.251518,94502,8,public
Hicks Canyon Elementary School,Tustin,33.728256,-117.770714,92602,8,public
Whitmore Charter High School,Ceres,37.585014,-120.93277,95307,8,charter
Brookside Elementary School,Beaumont,33.960991,-116.986061,92223,8,public
Santa Fe Elementary School,Porterville,36.061287,-119.009987,93257,8,public
Carolyn A. Clark Elementary School,San Jose,37.321716,-121.769852,95148,8,public
Frank Otis Elementary School,Alameda,37.754227,-122.238541,94501,8,public
Village,Campbell,37.264427,-121.964684,95008,8,charter
Tesoro Del Valle Elementary School,Santa Clarita,34.469086,-118.558197,91354,8,public
Bragg Elementary School,Cerritos,33.855732,-118.089455,90703,8,public
Carver (Charles J.) Elementary School,Cerritos,33.85614,-118.068604,90703,8,public
San Gabriel High School,Alhambra,34.092838,-118.110069,91776,8,public
KIPP Heartwood Academy,San Jose,37.337685,-121.84095,95122,8,charter
Elliott (William F) Elementary School,Cerritos,33.864948,-118.070358,90703,8,public
San Diego International Studies School,San Diego,32.720428,-117.150742,92101,8,public
Gahr (Richard) High School,Cerritos,33.873558,-118.094299,90703,8,public
Gonsalves (Joe A.) Elementary School,Cerritos,33.87822,-118.041183,90703,8,public
Kearny SCT School,San Diego,32.800175,-117.160545,92111,8,public
Kearny College Connections,San Diego,32.800175,-117.160545,92111,8,public
Lake County International Charter School,Middletown,38.751492,-122.614388,95461,8,charter
Liberty Elementary School,Chula Vista,32.664944,-116.978951,91914,8,public
University Preparatory School,Redding,40.586624,-122.403389,96001,8,charter
Highland Grove Elementary School,Redlands,34.112946,-117.184326,92346,8,public
Nixon (Patricia) Elementary School,Cerritos,33.853176,-118.075485,90703,8,public
Kearny Eng Innov & Design,San Diego,32.800175,-117.160545,92111,8,public
Eleanor Murray Fallon School,Dublin,37.71526,-121.867622,94568,8,public
Clifford Street Elementary School,Los Angeles,34.089306,-118.258141,90039,8,public
Clover Avenue Elementary School,Los Angeles,34.026569,-118.424591,90034,8,public
Coeur D'Alene Avenue Elementary School,Los Angeles,33.990131,-118.45282,90291,8,public
Colfax Charter Elementary School,Los Angeles,34.160778,-118.389053,91607,8,charter
Darby Avenue Charter School,Los Angeles,34.266491,-118.533173,91326,8,charter
Dixie Canyon Community Charter School,Los Angeles,34.148109,-118.424385,91423,8,charter
Eagle Rock Elementary and Magnet Center,Los Angeles,34.136414,-118.213142,90041,8,public
El Oro Way Charter For Enriched Studies,Los Angeles,34.29306,-118.504295,91344,8,charter
Encino Charter Elementary School,Los Angeles,34.162251,-118.502457,91316,8,charter
Franklin Avenue Elementary School,Los Angeles,34.105934,-118.284958,90027,8,public
George Ellery Hale Charter Academy,Los Angeles,34.177193,-118.645592,91367,8,charter
Haynes Charter for Enriched Studies,Los Angeles,34.190311,-118.648239,91307,8,charter
Hoover Street Elementary School,Los Angeles,34.056553,-118.285828,90005,8,public
Lanai Road Elementary School,Los Angeles,34.148632,-118.492966,91436,8,public
Robert Hill Lane Elementary School,Los Angeles,34.039795,-118.15213,91754,8,public
Lockhurst Drive Charter Elementary,Los Angeles,34.183449,-118.647133,91367,8,charter
Mar Vista Elementary School,Los Angeles,34.016106,-118.434425,90066,8,public
John Marshall Senior High School,Los Angeles,34.107796,-118.277191,90027,8,public
North Hollywood Senior High School,Los Angeles,34.165813,-118.388161,91601,8,public
Alfred B. Nobel Charter Middle School,Los Angeles,34.250935,-118.551743,91324,8,charter
One Hundred Fifty-Sixth Street Elementary School,Los Angeles,33.888725,-118.316788,90249,8,public
Marin Elementary School,Berkeley,37.887878,-122.287941,94706,8,public
Lincoln Elementary School,Oakland,37.799725,-122.267029,94607,8,public
Palisades Charter Elementary School,Los Angeles,34.045628,-118.527214,90272,8,charter
Palisades Charter High School,Pacific Palisades,34.047871,-118.531105,90272,8,charter
Playa Del Rey Elementary School,Los Angeles,33.982265,-118.409622,90230,8,public
Superior Street Elementary School,Los Angeles,34.247639,-118.574997,91311,8,charter
Third Street Elementary School,Los Angeles,34.070545,-118.335007,90004,8,public
Topanga Elementary Charter,Los Angeles,34.092159,-118.603889,90290,8,charter
Topeka Charter School For Advanced Studies,Los Angeles,34.248203,-118.546631,91324,8,charter
Montclair Elementary School,Oakland,37.830872,-122.212868,94611,8,public
Valley View Elementary School,Los Angeles,34.125355,-118.345032,90068,8,public
Vena Avenue Elementary School,Los Angeles,34.239964,-118.420403,91331,8,public
Leadership Public Schools - Hayward,Hayward,37.623425,-122.086227,94545,8,charter
Colonel Joseph C. Rodriguez Prep Academy,San Bernardino,34.132736,-117.237564,92404,8,public
Robert F. Kennedy High School,Delano,35.770672,-119.271049,93215,8,public
Gale Ranch Middle School,Danville,37.769379,-121.910774,94582,8,public
Junction Elementary School,Roseville,38.777706,-121.36451,95747,8,public
Frontier Elementary School,Hanford,36.345013,-119.687943,93230,8,charter
Elizabeth Pinkerton Middle School,Elk Grove,38.395615,-121.397171,95757,8,public
Cosumnes Oaks High School,Elk Grove,38.398502,-121.397217,95757,8,public
Minarets High School,Oneals,37.124996,-119.729935,93645,8,public
Loomis Basin Charter School,Loomis,38.789608,-121.170082,95650,8,charter
Dorothy McElhinney Middle School,Murrieta,33.611664,-117.133682,92563,8,public
Laverne Elementary Preparatory Academy,Hesperia,34.383404,-117.277031,92345,8,charter
Big Sur Charter School,Monterey,36.611397,-121.898308,93940,8,charter
Berkeley High School,Berkeley,37.867992,-122.270615,94704,8,public
Peralta Elementary School,Oakland,37.849491,-122.258698,94609,8,public
Woodlake Elementary Community Charter School,Los Angeles,34.176338,-118.632622,91367,8,charter
Citrus Valley High School,Redlands,34.081554,-117.193062,92374,8,public
Murrieta Mesa High School,Murrieta,33.565125,-117.198906,92562,8,public
Ada Clegg Elementary School,Westminster,33.747787,-118.019737,92647,8,public
Creekside Elementary School,Danville,37.79232,-121.881256,94506,8,public
Da Vinci Design School,Hawthorne,33.919525,-118.375046,90250,8,charter
Environmental Academy Of Research Technology And Earth Sciences,Thousand Oaks,34.182358,-118.932182,91320,8,public
Equitas Academy Charter School,Los Angeles,34.044838,-118.278442,90015,8,charter
Mark Twain Elementary School,Lawndale,33.890038,-118.338051,90260,8,public
Gratton Charter School,Denair,37.572857,-120.792091,95316,8,charter
iHigh Virtual Academy,San Diego,32.750874,-117.194618,92110,8,public
"Krystal School Of Science, Math & Technology",Hesperia,34.379066,-117.288757,92345,8,public
KIPP Comienza Community Prep,Huntington Park,33.973747,-118.232124,90255,8,charter
San Diego Global Vision Academy,San Diego,32.762589,-117.119057,92116,8,charter
Orchard Hills School,Tustin,33.739437,-117.75827,92602,8,public
Dunham Charter School,Petaluma,38.320789,-122.757462,94952,8,charter
Cottonwood Creek Charter School,Cottonwood,40.386707,-122.27977,96022,8,charter
Alvarado Elementary School,Long Beach,33.794544,-118.168221,90755,8,public
Sunset Ranch Elementary School,Rocklin,38.827888,-121.274353,95765,8,public
Morris E. Dailey Charter Elementary School,Fresno,36.778481,-119.81147,93704,8,charter
Bixby Elementary School,Long Beach,33.796394,-118.130692,90815,8,public
Rocketship Mosaic Elementary,San Jose,37.329388,-121.855957,95122,8,charter
Carver Elementary School,Long Beach,33.811695,-118.126877,90808,8,public
Cubberley K-8,Long Beach,33.814964,-118.102097,90808,8,public
Emerson Parkside Academy,Long Beach,33.803841,-118.105591,90815,8,public
Sacramento Valley Charter,West Sacramento,38.57571,-121.540909,95691,8,charter
Credo High School,Rohnert Park,38.323574,-122.681702,94928,8,charter
Gregg Anderson Academy,Quartz Hill,34.623695,-118.209953,93551,8,public
California Preparatory Academy,San Juan Capistrano,33.483948,-117.671913,92675,8,public
Barbara Chilton Middle School,Roseville,38.777596,-121.372452,95747,8,public
Chaffey District Online High,Ontario,34.087975,-117.613167,91764,8,public
Central Coast New Tech High School,Arroyo Grande,35.04908,-120.485413,93444,8,public
Rocketship Alma Academy,San Jose,37.313431,-121.87767,95110,8,charter
John Dolland Elementary School,Norwalk,33.893902,-118.065079,90650,8,public
KIPP Sol Academy,Los Angeles,34.039963,-118.1614,90022,8,charter
Beach Elementary School,Piedmont,37.822662,-122.245148,94611,8,public
Escalona Elementary School,Norwalk,33.893402,-118.01239,90638,8,public
Summit Public School: Denali,San Jose,37.397255,-122.015495,94089,8,charter
Abraham Lincoln School,Paramount,33.893333,-118.15834,90723,8,public
Sierra Madre Elementary School,Pasadena,34.165504,-118.055969,91024,8,public
Fairlands Elementary School,Pleasanton,37.692463,-121.874092,94588,8,public
Harvest Park Middle School,Pleasanton,37.675346,-121.884232,94566,8,public
Mira Catalina Elementary School,Palos Verdes Estates,33.740433,-118.334984,90275,8,public
Miraleste Intermediate School,Palos Verdes Estates,33.753563,-118.329391,90275,8,public
Adams Middle School,Redondo Beach,33.866039,-118.363358,90278,8,public
Beryl Heights Elementary School,Redondo Beach,33.851959,-118.383949,90277,8,public
Pleasanton Middle School,Pleasanton,37.65329,-121.885658,94566,8,public
Jefferson Elementary School,Redondo Beach,33.860199,-118.380478,90278,8,public
